84.018776 39.438293 78.309921
79.844002 91.164742 19.755136
33.522274 76.822960 27.777472
55.396999 47.739704 62.887089
36.478447 51.340092 95.222977
91.619507 63.571175 71.729698
14.160256 60.696888 1.630057
24.288677 13.723157 80.417671
15.667910 40.094437 12.979044
10.880880 99.892448 21.825691
51.293243 83.911224 61.263985
29.603163 63.755226 52.428715
49.358299 97.277504 29.251680
77.135773 52.674496 76.991386
40.022861 89.152946 28.331474
35.245834 80.772453 91.902649
6.975528 94.932709 52.599537
8.605584 19.221384 66.322693
89.023262 34.889294 6.417132
2.002305 45.770176 6.309584
23.827995 97.063408 90.220810
85.091980 26.666576 53.976036
37.520699 76.024872 51.253540
66.772377 53.160645 3.928034
43.763760 93.183502 93.080978
72.095230 28.429340 73.853432
63.997883 35.404865 68.786140
16.597418 44.010452 88.007523
82.920113 33.033714 22.896818
89.337242 35.036018 68.666992
95.646820 58.864014 65.730408
85.867630 43.955990 92.396980
39.843666 81.476685 68.421852
91.097206 48.249065 21.582497
95.025238 92.012825 14.766002
88.106216 64.108063 43.195343
61.959648 28.105942 78.600212
30.745787 44.703358 22.610662
18.753311 27.623468 55.644375
41.650127 16.960709 90.680389
10.317119 12.607534 49.544407
76.047523 98.475166 93.500397
68.444504 38.318832 74.977089
36.866356 29.416037 23.226154
58.448853 24.441273 15.238979
73.214851 12.547490 79.347038
16.410192 74.507141 7.452980
95.010406 5.252926 52.156334
17.621065 24.006237 79.779800
73.265442 65.656364 96.740517
6.394584 7.597349 0.934805
1.349024 5.202101 0.782321
0.699064 2.046551 4.614205
8.196773 5.733186 7.555809
0.519388 1.578071 9.999935
2.043286 8.899556 1.254685
9.977990 0.540576 8.705399
0.723288 0.041616 9.230691
5.938921 1.803723 1.631315
3.916902 9.130267 8.196952
3.590954 5.524850 5.794300
4.525758 6.873874 0.996401
5.308080 7.572938 3.042952
9.922284 5.769711 8.776138
7.478093 6.289100 0.354209
7.478028 8.332385 9.253765
8.732714 8.310375 9.794341
7.438112 9.033663 9.835958
6.668803 4.972585 1.639680
8.300118 8.889487 0.769947
6.497069 2.480441 6.294797
2.291370 7.006199 3.168671
3.287771 2.314280 0.741610
6.330722 2.236564 6.511321
5.106860 9.714657 2.800420
5.461069 7.192686 1.132806
4.714834 5.925399 9.443181
4.509176 3.363511 8.476845
4.345133 0.032315 3.449430
5.984813 8.332433 2.338917
6.754760 4.829503 4.819358
3.049557 7.120872 1.825558
6.218228 0.408643 4.139837
6.959838 6.739365 6.376402
3.471159 1.846225 6.091059
6.271579 7.307293 3.283744
7.404385 2.022128 9.209144
6.847565 6.531303 2.572655
5.324409 0.876436 2.604970
8.773840 6.861249 0.937402
1.112756 3.616009 5.766905
5.932115 6.665566 2.887778
7.757673 2.883794 3.296421
1.897510 9.843632 0.035786
8.273911 3.314791 1.882010
4.364970 9.586370 9.189304
7.648714 6.990754 1.211432
6.857858 3.838320 7.742735
9.430512 9.162729 8.619171
2.035482 7.936568 5.480421
2.972884 9.049325 9.096430
8.739790 4.981439 5.761995
1.627567 2.739112 8.645790
4.923988 4.636621 8.489422
4.959774 2.910533 1.804212
6.841784 7.275503 1.390582
6.031088 4.924217 8.381336
7.242520 1.782075 2.219655
4.985255 1.212588 1.382385
3.604426 3.248070 9.318954
9.084846 6.220955 8.368278
8.181276 4.960744 3.349717
3.943272 6.588312 6.088829
2.589061 1.512300 0.725450
1.078483 6.472074 3.635983
2.882695 3.313858 0.911486
4.273277 9.344947 5.835703
2.654613 6.587467 7.617778
4.874269 1.572721 8.830366
6.256653 5.177147 2.078436
5.575606 4.261994 8.299391
3.943884 2.443270 3.260135
7.293601 6.386542 9.848446
3.382429 8.975602 1.360746
4.107880 0.054085 7.832820
7.743862 2.936781 1.146678
8.655349 7.210058 0.491625
4.491051 9.864672 7.079091
2.108829 4.738940 8.651812
0.939195 0.995593 3.828959
3.017631 6.571199 8.090953
1.317021 0.515083 0.534223
4.577156 7.808683 6.920764
4.425602 1.191113 5.896367
5.786348 5.298992 5.950453
3.619168 3.042855 8.887233
4.765846 1.698203 6.097291
5.257471 6.189254 5.961962
2.336562 8.298083 0.700902
0.988374 9.237278 1.696495
4.817334 2.254909 8.267694
2.908287 3.571930 8.782777
3.442509 8.149087 6.591461
0.363274 2.574689 7.782573
6.259641 8.361037 3.081565
2.210093 1.980206 6.124420
1.097327 6.746053 7.822623
7.194618 2.003524 4.011877
3.156580 4.340086 2.309959
3.857482 5.328460 1.547238
5.553977 0.145793 3.802147
3.821671 3.054080 7.374077
2.604449 6.496590 5.523164
9.195909 6.859863 8.097853
6.978482 3.119505 6.458890
0.060048 5.329598 8.439096
6.184468 6.426925 5.185149
4.007091 3.621543 7.188673
8.018967 6.778123 1.528758
0.328927 0.635606 6.857218
1.876164 6.189584 7.003011
5.678311 0.011255 0.057091
3.052388 2.615703 6.553681
8.575552 1.811612 3.413545
6.673405 8.790094 6.533050
3.132296 8.850142 1.862648
1.571392 5.034610 8.289574
6.756540 9.041700 1.911116
3.945213 7.060667 8.689240
5.473971 7.389594 9.324846
2.331189 9.265758 5.514429
9.334200 4.944069 5.525684
9.391292 7.996457 8.141387
5.944973 6.572009 9.952999
9.358518 3.245414 8.743093
5.891567 6.377709 7.593236
7.754214 7.949101 2.627846
6.043787 4.705642 1.669546
7.954904 8.650855 8.730213
6.644144 4.124826 6.119807
5.968990 6.456015 5.385565
1.483419 5.790215 0.329634
7.009103 5.181507 8.326091
5.150491 1.126479 4.898100
5.103490 0.484997 8.143515
