84.018776 39.438293 78.309921
79.844002 91.164742 19.755136
33.522274 76.822960 27.777472


84.018669 39.438473 78.309700
79.843620 91.164513 19.755327
33.522762 76.823006 27.777500


84.018456 39.438831 78.309265
79.842857 91.164055 19.755707
33.523735 76.823105 27.777557


84.018143 39.439369 78.308609
79.841713 91.163368 19.756277
33.525196 76.823250 27.777643


84.017723 39.440086 78.307732
79.840187 91.162453 19.757036
33.527142 76.823448 27.777758


84.017197 39.440983 78.306641
79.838280 91.161308 19.757986
33.529575 76.823692 27.777903


84.016563 39.442059 78.305328
79.835991 91.159935 19.759125
33.532494 76.823990 27.778076


84.015831 39.443314 78.303795
79.833321 91.158333 19.760454
33.535900 76.824333 27.778278


84.014992 39.444748 78.302048
79.830269 91.156502 19.761972
33.539795 76.824730 27.778509


84.014046 39.446362 78.300079
79.826836 91.154442 19.763681
33.544174 76.825172 27.778769


